日期,国家,确诊人数,治愈人数,死亡人数,新增确诊,新增死亡,现有确诊
5月27日,南非,24264,12741,524,649,43,11523
5月28日,南非,25937,13451,552,1673,28,12486
5月29日,南非,27403,13451,577,1466,25,13952
5月30日,南非,29240,15093,611,1837,34,14147
5月31日,南非,30967,16116,643,1727,32,14851
6月1日,南非,32683,16809,683,1716,40,15874
6月2日,南非,34357,17291,705,1674,22,17066
6月3日,南非,35812,18313,755,1455,50,17499
6月4日,南非,37525,19682,792,1713,37,17843
6月5日,南非,40792,21311,848,3267,56,19481
6月6日,南非,43434,23088,908,2642,60,20346
6月7日,南非,45973,24258,952,2539,44,21715
6月8日,南非,48285,24364,998,2312,46,23921
6月9日,南非,50879,26099,1080,2594,82,24780
6月10日,南非,52991,29006,1162,2112,82,23985
6月11日,南非,55421,31505,1210,2430,48,23916
6月12日,南非,58568,33252,1284,3147,74,25316
6月13日,南非,61927,35006,1354,3359,70,26921
6月14日,南非,65736,36850,1423,3809,69,28886
6月15日,南非,70038,38531,1480,4302,57,31507
6月16日,南非,73533,39867,1568,3495,88,33666
6月17日,南非,73533,39867,1568,0,0,33666
6月18日,南非,80412,44331,1674,6879,106,36081
6月19日,南非,83890,44920,1737,3478,63,38970
6月20日,南非,87715,47825,1831,3825,94,39890
6月21日,南非,92681,50326,1877,4966,46,42355
6月22日,南非,97302,51608,1930,4621,53,45694
6月23日,南非,0,0,0,0,0,0
6月24日,南非,0,0,0,0,0,0
6月25日,南非,0,0,0,0,0,0
6月26日,南非,0,0,0,0,0,0
2月1日,埃及,,,,,,0
2月2日,埃及,,,,,,0
2月3日,埃及,,,,,,0
2月4日,埃及,,,,,,0
2月5日,埃及,,,,,,0
2月6日,埃及,,,,,,0
2月7日,埃及,,,,,,0
2月8日,埃及,,,,,,0
2月9日,埃及,,,,,,0
2月10日,埃及,,,,,,0
2月11日,埃及,,,,,,0
2月12日,埃及,,,,,,0
2月13日,埃及,,,,,,0
2月14日,埃及,,,,,,0
2月15日,埃及,,,,,,0
2月16日,埃及,,,,,,0
2月17日,埃及,,,,,,0
2月18日,埃及,,,,,,0
2月19日,埃及,,,,,,0
2月20日,埃及,,,,,,0
2月21日,埃及,,,,,,0
2月22日,埃及,,,,,,0
2月23日,埃及,,,,,,0
2月24日,埃及,,,,,,0
2月25日,埃及,,,,,,0
2月26日,埃及,,,,,,0
2月27日,埃及,,,,,,0
2月28日,埃及,,,,,,0
2月29日,埃及,,,,,,0
3月1日,埃及,,,,,,0
3月2日,埃及,,,,,,0
3月3日,埃及,,,,,,0
3月4日,埃及,,,,,,0
3月5日,埃及,,,,,,0
3月6日,埃及,,,,,,0
3月7日,埃及,15,1,,12,,14
3月8日,埃及,48,1,,33,,47
3月9日,埃及,55,1,1,7,1,54
3月10日,埃及,59,1,1,4,0,58
3月11日,埃及,59,1,1,0,0,58
3月12日,埃及,60,27,1,1,0,33
3月13日,埃及,80,27,2,20,1,53
3月14日,埃及,80,27,2,0,0,53
3月15日,埃及,109,27,2,29,0,82
3月16日,埃及,126,27,2,17,0,99
3月17日,埃及,150,32,2,24,0,118
3月18日,埃及,196,26,6,46,4,170
3月19日,埃及,210,28,6,14,0,182
3月20日,埃及,256,42,7,46,1,214
3月21日,埃及,285,42,8,29,1,243
3月22日,埃及,294,42,10,9,2,252
3月23日,埃及,327,56,14,33,4,271
3月24日,埃及,366,68,19,39,5,298
3月25日,埃及,402,80,20,36,1,322
3月26日,埃及,456,95,21,54,1,361
3月27日,埃及,495,102,24,39,3,393
3月28日,埃及,536,116,30,41,6,420
3月29日,埃及,576,121,36,40,6,455
3月30日,埃及,609,132,40,33,4,477
3月31日,埃及,656,150,41,47,1,506
4月1日,埃及,710,157,46,54,5,553
4月2日,埃及,779,179,52,69,6,600
4月3日,埃及,865,201,58,86,6,664
4月4日,埃及,985,216,66,120,8,769
4月5日,埃及,1070,241,71,85,5,829
4月6日,埃及,1173,247,78,103,7,926
4月7日,埃及,1322,259,85,149,7,1063
4月8日,埃及,1450,276,94,128,9,1174
4月9日,埃及,1560,305,103,110,9,1255
4月10日,埃及,1699,348,118,139,15,1351
4月11日,埃及,1794,384,135,95,17,1410
4月12日,埃及,1939,426,146,145,11,1513
4月13日,埃及,2065,589,159,126,13,1476
4月14日,埃及,2190,589,164,125,5,1601
4月15日,埃及,2350,589,178,160,14,1761
4月16日,埃及,2505,589,183,155,5,1916
4月17日,埃及,2673,596,196,168,13,2077
4月18日,埃及,2844,646,205,171,9,2198
4月19日,埃及,3032,701,224,188,19,2331
4月20日,埃及,3144,732,239,112,15,2412
4月21日,埃及,3333,821,250,189,11,2512
4月22日,埃及,3490,870,264,157,14,2620
4月23日,埃及,3659,935,276,169,12,2724
4月24日,埃及,3891,1004,287,232,11,2887
4月25日,埃及,4092,1075,294,201,7,3017
4月26日,埃及,4319,1114,307,227,13,3205
4月27日,埃及,4534,1176,317,215,10,3358
4月28日,埃及,4782,1236,337,248,20,3546
4月29日,埃及,5042,1304,359,260,22,3738
4月30日,埃及,5268,1335,380,226,21,3933
5月1日,埃及,5537,1381,392,269,12,4156
5月2日,埃及,5895,1460,406,358,14,4435
5月3日,埃及,6193,1522,415,298,9,4671
5月4日,埃及,6465,1562,429,272,14,4903
5月5日,埃及,6813,1632,436,348,7,5181
5月6日,埃及,7201,1730,452,388,16,5471
5月7日,埃及,7588,1815,469,387,17,5773
5月8日,埃及,7981,1887,482,393,13,6094
5月9日,埃及,8476,1945,503,495,21,6531
5月10日,埃及,8964,2002,514,488,11,6962
5月11日,埃及,9400,2075,525,436,11,7325
5月12日,埃及,9746,2172,533,346,8,7574
5月13日,埃及,10093,2326,544,347,11,7767
5月14日,埃及,10431,2486,556,338,12,7945
5月15日,埃及,10829,2626,571,398,15,8203
5月16日,埃及,11228,2799,592,399,21,8429
5月17日,埃及,11719,2950,612,491,20,8769
5月18日,埃及,12229,3172,630,510,18,9057
5月19日,埃及,12764,3440,645,535,15,9324
5月20日,埃及,13484,3742,659,720,14,9742
5月21日,埃及,14229,3994,680,745,21,10235
5月22日,埃及,15003,4217,696,774,16,10786
5月23日,埃及,15786,4374,707,783,11,11412
5月24日,埃及,16513,4628,735,727,28,11885
5月25日,埃及,17265,4807,764,752,29,12458
5月26日,埃及,17967,4900,783,702,19,13067
5月27日,埃及,18756,5027,797,789,14,13729
5月28日,埃及,19666,5205,816,910,19,14461
5月29日,埃及,20793,5359,845,1127,29,15434
5月30日,埃及,22082,5511,879,1289,34,16571
5月31日,埃及,23449,5693,913,1367,34,17756
6月1日,埃及,24985,6037,959,1536,46,18948
6月2日,埃及,26384,6447,1005,1399,46,19937
6月3日,埃及,27536,6827,1052,1152,47,20709
6月4日,埃及,28615,7350,1088,1079,36,21265
6月5日,埃及,29767,7756,1126,1152,38,22011
6月6日,埃及,31115,8158,1166,1348,40,22957
6月7日,埃及,32612,8538,1198,1497,32,24074
6月8日,埃及,34079,8961,1237,1467,39,25118
6月9日,埃及,35444,9375,1271,1365,34,26069
6月10日,埃及,36829,9786,1306,1385,35,27043
6月11日,埃及,38284,10289,1342,1455,36,27995
6月12日,埃及,39726,10691,1377,1442,35,29035
6月13日,埃及,41303,11108,1422,1577,45,30195
6月14日,埃及,42980,11529,1484,1677,62,31451
6月15日,埃及,44598,11931,1575,1618,91,32667
6月16日,埃及,46289,12329,1672,1691,97,33960
6月17日,埃及,47856,12730,1766,1567,94,35126
6月18日,埃及,49219,13141,1850,1363,84,36078
6月19日,埃及,50437,13528,1938,1218,88,36909
6月20日,埃及,52211,13928,2017,1774,79,38283
6月21日,埃及,53758,14327,2106,1547,89,39431
6月22日,埃及,55233,14736,2193,1475,87,40497
6月23日,埃及,0,0,0,0,0,0
6月24日,埃及,0,0,0,0,0,0
6月25日,埃及,0,0,0,0,0,0
6月26日,埃及,0,0,0,0,0,0
2月1日,希腊,,,,,,0
2月2日,希腊,,,,,,0
2月3日,希腊,,,,,,0
2月4日,希腊,,,,,,0
2月5日,希腊,,,,,,0
2月6日,希腊,,,,,,0
2月7日,希腊,,,,,,0
2月8日,希腊,,,,,,0
2月9日,希腊,,,,,,0
2月10日,希腊,,,,,,0
2月11日,希腊,,,,,,0
2月12日,希腊,,,,,,0
2月13日,希腊,,,,,,0
2月14日,希腊,,,,,,0
2月15日,希腊,,,,,,0
2月16日,希腊,,,,,,0
2月17日,希腊,,,,,,0
2月18日,希腊,,,,,,0
2月19日,希腊,,,,,,0
2月20日,希腊,,,,,,0
2月21日,希腊,,,,,,0
2月22日,希腊,,,,,,0
2月23日,希腊,,,,,,0
2月24日,希腊,,,,,,0
2月25日,希腊,,,,,,0
2月26日,希腊,,,,,,0
2月27日,希腊,,,,,,0
2月28日,希腊,,,,,,0
2月29日,希腊,,,,,,0
3月1日,希腊,,,,,,0
3月2日,希腊,,,,,,0
3月3日,希腊,,,,,,0
3月4日,希腊,,,,,,0
3月5日,希腊,,,,,,0
3月6日,希腊,,,,,,0
3月7日,希腊,45,,,14,,45
3月8日,希腊,66,,,21,,66
3月9日,希腊,73,,,7,,73
3月10日,希腊,84,,,11,,84
3月11日,希腊,89,,,5,,89
3月12日,希腊,99,,,10,,99
3月13日,希腊,117,,1,18,1,117
3月14日,希腊,190,2,1,73,0,188
3月15日,希腊,228,8,3,38,2,220
3月16日,希腊,331,8,4,103,1,323
3月17日,希腊,352,8,4,21,0,344
3月18日,希腊,387,14,5,35,1,373
3月19日,希腊,418,14,5,31,0,404
3月20日,希腊,464,19,6,46,1,445
3月21日,希腊,495,19,10,31,4,476
3月22日,希腊,530,19,13,35,3,511
3月23日,希腊,624,19,15,94,2,605
3月24日,希腊,695,29,17,71,2,666
3月25日,希腊,743,29,20,48,3,714
3月26日,希腊,821,36,22,78,2,785
3月27日,希腊,892,36,26,71,4,856
3月28日,希腊,966,52,28,74,2,914
3月29日,希腊,1061,52,32,95,4,1009
3月30日,希腊,1156,52,38,95,6,1104
3月31日,希腊,1212,52,43,56,5,1160
4月1日,希腊,1314,52,49,102,6,1262
4月2日,希腊,1415,52,50,101,1,1363
4月3日,希腊,1544,61,53,129,3,1483
4月4日,希腊,1613,78,63,69,10,1535
4月5日,希腊,1673,78,68,60,5,1595
4月6日,希腊,1735,78,73,62,5,1657
4月7日,希腊,1755,269,79,20,6,1486
4月8日,希腊,1832,269,81,77,2,1563
4月9日,希腊,1884,269,83,52,2,1615
4月10日,希腊,1955,269,87,71,4,1686
4月11日,希腊,2011,269,92,56,5,1742
4月12日,希腊,2081,269,93,70,1,1812
4月13日,希腊,2114,269,98,33,5,1845
4月14日,希腊,2145,269,99,31,1,1876
4月15日,希腊,2170,269,101,25,2,1901
4月16日,希腊,2192,269,102,22,1,1923
4月17日,希腊,2207,269,105,15,3,1938
4月18日,希腊,2224,269,108,17,3,1955
4月19日,希腊,2235,269,110,11,2,1966
4月20日,希腊,2235,269,113,0,3,1966
4月21日,希腊,2245,269,116,10,3,1976
4月22日,希腊,2401,577,121,156,5,1824
4月23日,希腊,2408,577,121,7,0,1831
4月24日,希腊,2463,577,125,55,4,1886
4月25日,希腊,2490,577,130,27,5,1913
4月26日,希腊,2506,577,130,16,0,1929
4月27日,希腊,2517,577,134,11,4,1940
4月28日,希腊,2534,577,136,17,2,1957
4月29日,希腊,2566,577,138,32,2,1989
4月30日,希腊,2576,577,139,10,1,1999
5月1日,希腊,2591,1374,140,15,1,1217
5月2日,希腊,2612,1374,140,21,0,1238
5月3日,希腊,2620,1374,143,8,3,1246
5月4日,希腊,2626,1374,144,6,1,1252
5月5日,希腊,2632,1374,146,6,2,1258
5月6日,希腊,2642,1374,146,10,0,1268
5月7日,希腊,2663,1374,147,21,1,1289
5月8日,希腊,2678,1374,148,15,1,1304
5月9日,希腊,2691,1374,150,13,2,1317
5月10日,希腊,2710,1374,151,19,1,1336
5月11日,希腊,2716,1374,151,6,0,1342
5月12日,希腊,2726,1374,151,10,0,1352
5月13日,希腊,2744,1374,152,18,1,1370
5月14日,希腊,2760,1374,155,16,3,1386
5月15日,希腊,2770,1374,156,10,1,1396
5月16日,希腊,2810,1374,160,40,4,1436
5月17日,希腊,2819,1374,162,9,2,1445
5月18日,希腊,2834,1374,163,15,1,1460
5月19日,希腊,2836,1374,165,2,2,1462
5月20日,希腊,2840,1374,165,4,0,1466
5月21日,希腊,2850,1374,166,10,1,1476
5月22日,希腊,2853,1374,168,3,2,1479
5月23日,希腊,2874,1374,169,21,1,1500
5月24日,希腊,2876,1374,171,2,2,1502
5月25日,希腊,2878,1374,171,2,0,1504
5月26日,希腊,2882,1374,172,4,1,1508
5月27日,希腊,2892,1374,173,10,1,1518
5月28日,希腊,2903,1374,173,11,0,1529
5月29日,希腊,2906,1374,175,3,2,1532
5月30日,希腊,2909,1374,175,3,0,1535
5月31日,希腊,2915,1374,175,6,0,1541
6月1日,希腊,2917,1374,175,2,0,1543
6月2日,希腊,2918,1374,179,1,4,1544
6月3日,希腊,2937,1374,179,19,0,1563
6月4日,希腊,2937,1374,179,0,0,1563
6月5日,希腊,2952,1374,180,15,1,1578
6月6日,希腊,2967,1374,180,15,0,1593
6月7日,希腊,2980,1374,180,13,0,1606
6月8日,希腊,2997,1374,180,17,0,1623
6月9日,希腊,3049,1374,182,52,2,1675
6月10日,希腊,3058,1374,183,9,1,1684
6月11日,希腊,3068,1374,183,10,0,1694
6月12日,希腊,3088,1374,183,20,0,1714
6月13日,希腊,3108,1374,183,20,0,1734
6月14日,希腊,3112,1374,183,4,0,1738
6月15日,希腊,3121,1374,183,9,0,1747
6月16日,希腊,3134,1374,184,13,1,1760
6月17日,希腊,3148,1374,185,14,1,1774
6月18日,希腊,3203,1374,187,55,2,1829
6月19日,希腊,3227,1374,188,24,1,1853
6月20日,希腊,3237,1374,189,10,1,1863
6月21日,希腊,3256,1374,190,19,1,1882
6月22日,希腊,3266,1374,190,10,0,1892
6月23日,希腊,0,0,0,0,0,0
6月24日,希腊,0,0,0,0,0,0
6月25日,希腊,0,0,0,0,0,0
6月26日,希腊,0,0,0,0,0,0
2月1日,孟加拉,,,,,,0
2月2日,孟加拉,,,,,,0
2月3日,孟加拉,,,,,,0
2月4日,孟加拉,,,,,,0
2月5日,孟加拉,,,,,,0
2月6日,孟加拉,,,,,,0
2月7日,孟加拉,,,,,,0
2月8日,孟加拉,,,,,,0
2月9日,孟加拉,,,,,,0
2月10日,孟加拉,,,,,,0
2月11日,孟加拉,,,,,,0
2月12日,孟加拉,,,,,,0
2月13日,孟加拉,,,,,,0
2月14日,孟加拉,,,,,,0
2月15日,孟加拉,,,,,,0
2月16日,孟加拉,,,,,,0
2月17日,孟加拉,,,,,,0
2月18日,孟加拉,,,,,,0
2月19日,孟加拉,,,,,,0
2月20日,孟加拉,,,,,,0
2月21日,孟加拉,,,,,,0
2月22日,孟加拉,,,,,,0
2月23日,孟加拉,,,,,,0
2月24日,孟加拉,,,,,,0
2月25日,孟加拉,,,,,,0
2月26日,孟加拉,,,,,,0
2月27日,孟加拉,,,,,,0
2月28日,孟加拉,,,,,,0
2月29日,孟加拉,,,,,,0
3月1日,孟加拉,,,,,,0
3月2日,孟加拉,,,,,,0
3月3日,孟加拉,,,,,,0
3月4日,孟加拉,,,,,,0
3月5日,孟加拉,,,,,,0
3月6日,孟加拉,,,,,,0
3月7日,孟加拉,,,,,,0
3月8日,孟加拉,,,,,,0
3月9日,孟加拉,3,,,3,,3
3月10日,孟加拉,3,,,0,,3
3月11日,孟加拉,3,,,0,,3
3月12日,孟加拉,3,,,0,,3
3月13日,孟加拉,3,,,0,,3
3月14日,孟加拉,3,1,,0,,2
3月15日,孟加拉,5,2,,2,,3
3月16日,孟加拉,5,2,,0,,3
3月17日,孟加拉,8,3,,3,,5
3月18日,孟加拉,10,3,,2,,7
3月19日,孟加拉,14,3,1,4,1,11
3月20日,孟加拉,18,3,1,4,0,15
3月21日,孟加拉,24,3,2,6,1,21
3月22日,孟加拉,24,3,2,0,0,21
3月23日,孟加拉,27,3,2,3,0,24
3月24日,孟加拉,33,5,3,6,1,28
3月25日,孟加拉,39,5,4,6,1,34
3月26日,孟加拉,39,7,5,0,1,32
3月27日,孟加拉,44,11,5,5,0,33
3月28日,孟加拉,48,11,5,4,0,37
3月29日,孟加拉,48,15,5,0,0,33
3月30日,孟加拉,48,15,5,0,0,33
3月31日,孟加拉,49,19,5,1,0,30
4月1日,孟加拉,51,25,5,2,0,26
4月2日,孟加拉,54,25,6,3,1,29
4月3日,孟加拉,56,25,6,2,0,31
4月4日,孟加拉,61,26,6,5,0,35
4月5日,孟加拉,70,30,8,9,2,40
4月6日,孟加拉,88,33,9,18,1,55
4月7日,孟加拉,123,33,12,35,3,90
4月8日,孟加拉,164,33,17,41,5,131
4月9日,孟加拉,218,33,20,54,3,185
4月10日,孟加拉,330,33,21,112,1,297
4月11日,孟加拉,424,33,27,94,6,391
4月12日,孟加拉,482,36,30,58,3,446
4月13日,孟加拉,621,39,34,139,4,582
4月14日,孟加拉,803,42,39,182,5,761
4月15日,孟加拉,1012,42,46,209,7,970
4月16日,孟加拉,1231,49,50,219,4,1182
4月17日,孟加拉,1572,49,60,341,10,1523
4月18日,孟加拉,1838,58,75,266,15,1780
4月19日,孟加拉,2144,66,84,306,9,2078
4月20日,孟加拉,2456,75,91,312,7,2381
4月21日,孟加拉,2948,85,101,492,10,2863
4月22日,孟加拉,3382,87,110,434,9,3295
4月23日,孟加拉,3772,92,120,390,10,3680
4月24日,孟加拉,4186,108,127,414,7,4078
4月25日,孟加拉,4689,112,131,503,4,4577
4月26日,孟加拉,4998,113,140,309,9,4885
4月27日,孟加拉,5416,122,145,418,5,5294
4月28日,孟加拉,5913,131,152,497,7,5782
4月29日,孟加拉,6462,139,155,549,3,6323
4月30日,孟加拉,7103,150,163,641,8,6953
5月1日,孟加拉,7667,160,168,564,5,7507
5月2日,孟加拉,8238,174,170,571,2,8064
5月3日,孟加拉,8790,177,175,552,5,8613
5月4日,孟加拉,9455,1063,177,665,2,8392
5月5日,孟加拉,10143,1209,182,688,5,8934
5月6日,孟加拉,10929,1403,183,786,1,9526
5月7日,孟加拉,11719,1403,186,790,3,10316
5月8日,孟加拉,12425,1910,199,706,13,10515
5月9日,孟加拉,13134,2101,206,709,7,11033
5月10日,孟加拉,13770,2414,214,636,8,11356
5月11日,孟加拉,14657,2650,228,887,14,12007
5月12日,孟加拉,15691,2902,239,1034,11,12789
5月13日,孟加拉,16660,3147,250,969,11,13513
5月14日,孟加拉,17822,3361,269,1162,19,14461
5月15日,孟加拉,18863,3361,283,1041,14,15502
5月16日,孟加拉,20065,3882,298,1202,15,16183
5月17日,孟加拉,20995,4117,314,930,16,16878
5月18日,孟加拉,22268,4373,328,1273,14,17895
5月19日,孟加拉,23870,4585,349,1602,21,19285
5月20日,孟加拉,25121,4993,370,1251,21,20128
5月21日,孟加拉,26738,5207,386,1617,16,21531
5月22日,孟加拉,28511,5602,408,1773,22,22909
5月23日,孟加拉,30205,6190,432,1694,24,24015
5月24日,孟加拉,32078,6486,452,1873,20,25592
5月25日,孟加拉,33610,6901,480,1532,28,26709
5月26日,孟加拉,35585,7334,501,1975,21,28251
5月27日,孟加拉,36751,7579,522,1166,21,29172
5月28日,孟加拉,38292,7925,544,1541,22,30367
5月29日,孟加拉,40321,8425,559,2029,15,31896
5月30日,孟加拉,42844,9015,582,2523,23,33829
5月31日,孟加拉,44608,9375,610,1764,28,35233
6月1日,孟加拉,47153,9781,650,2545,40,37372
6月2日,孟加拉,49534,10597,672,2381,22,38937
6月3日,孟加拉,52445,11120,709,2911,37,41325
6月4日,孟加拉,55140,11590,746,2695,37,43550
6月5日,孟加拉,57563,12161,781,2423,35,45402
6月6日,孟加拉,60391,12804,811,2828,30,47587
6月7日,孟加拉,63026,13325,846,2635,35,49701
6月8日,孟加拉,65769,13903,888,2743,42,51866
6月9日,孟加拉,68504,14560,930,2735,42,53944
6月10日,孟加拉,71675,15337,975,3171,45,56338
6月11日,孟加拉,74865,15900,1012,3190,37,58965
6月12日,孟加拉,78052,16747,1049,3187,37,61305
6月13日,孟加拉,81523,17249,1095,3471,46,64274
6月14日,孟加拉,84379,17828,1139,2856,44,66551
6月15日,孟加拉,87520,18730,1171,3141,32,68790
6月16日,孟加拉,90619,18731,1209,3099,38,71888
6月17日,孟加拉,94481,36264,1262,3862,53,58217
6月18日,孟加拉,98489,38189,1305,4008,43,60300
6月19日,孟加拉,102292,40164,1343,3803,38,62128
6月20日,孟加拉,105535,42945,1388,3243,45,62590
6月21日,孟加拉,108775,43993,1425,3240,37,64782
6月22日,孟加拉,112306,45077,1464,3531,39,67229
6月23日,孟加拉,0,0,0,0,0,0
6月24日,孟加拉,0,0,0,0,0,0
6月25日,孟加拉,0,0,0,0,0,0
6月26日,孟加拉,0,0,0,0,0,0
2月1日,摩洛哥,,,,,,0
2月2日,摩洛哥,,,,,,0
2月3日,摩洛哥,,,,,,0
2月4日,摩洛哥,,,,,,0
2月5日,摩洛哥,,,,,,0
2月6日,摩洛哥,,,,,,0
2月7日,摩洛哥,,,,,,0
2月8日,摩洛哥,,,,,,0
2月9日,摩洛哥,,,,,,0
2月10日,摩洛哥,,,,,,0
2月11日,摩洛哥,,,,,,0
2月12日,摩洛哥,,,,,,0
2月13日,摩洛哥,,,,,,0
2月14日,摩洛哥,,,,,,0
2月15日,摩洛哥,,,,,,0
2月16日,摩洛哥,,,,,,0
2月17日,摩洛哥,,,,,,0
2月18日,摩洛哥,,,,,,0
2月19日,摩洛哥,,,,,,0
2月20日,摩洛哥,,,,,,0
2月21日,摩洛哥,,,,,,0
2月22日,摩洛哥,,,,,,0
2月23日,摩洛哥,,,,,,0
2月24日,摩洛哥,,,,,,0
2月25日,摩洛哥,,,,,,0
2月26日,摩洛哥,,,,,,0
2月27日,摩洛哥,,,,,,0
2月28日,摩洛哥,,,,,,0
2月29日,摩洛哥,,,,,,0
3月1日,摩洛哥,,,,,,0
3月2日,摩洛哥,,,,,,0
3月3日,摩洛哥,,,,,,0
3月4日,摩洛哥,,,,,,0
3月5日,摩洛哥,,,,,,0
3月6日,摩洛哥,,,,,,0
3月7日,摩洛哥,2,,,,,2
3月8日,摩洛哥,2,,,0,,2
3月9日,摩洛哥,2,,,0,,2
3月10日,摩洛哥,2,,,0,,2
3月11日,摩洛哥,3,,1,1,1,3
3月12日,摩洛哥,6,,1,3,0,6
3月13日,摩洛哥,6,,1,0,0,6
3月14日,摩洛哥,7,1,1,1,0,6
3月15日,摩洛哥,18,1,1,11,0,17
3月16日,摩洛哥,28,1,1,10,0,27
3月17日,摩洛哥,29,1,1,1,0,28
3月18日,摩洛哥,44,1,2,15,1,43
3月19日,摩洛哥,54,1,2,10,0,53
3月20日,摩洛哥,63,2,2,9,0,61
3月21日,摩洛哥,86,2,3,23,1,84
3月22日,摩洛哥,96,3,3,10,0,93
3月23日,摩洛哥,115,3,4,19,1,112
3月24日,摩洛哥,143,5,4,28,0,138
3月25日,摩洛哥,170,6,5,27,1,164
3月26日,摩洛哥,225,7,6,55,1,218
3月27日,摩洛哥,275,8,10,50,4,267
3月28日,摩洛哥,345,11,23,70,13,334
3月29日,摩洛哥,390,11,25,45,2,379
3月30日,摩洛哥,479,13,26,89,1,466
3月31日,摩洛哥,556,15,33,77,7,541
4月1日,摩洛哥,617,24,36,61,3,593
4月2日,摩洛哥,654,29,39,37,3,625
4月3日,摩洛哥,708,31,44,54,5,677
4月4日,摩洛哥,791,57,48,83,4,734
4月5日,摩洛哥,919,66,59,128,11,853
4月6日,摩洛哥,1021,76,70,102,11,945
4月7日,摩洛哥,1120,81,80,99,10,1039
4月8日,摩洛哥,1184,93,90,64,10,1091
4月9日,摩洛哥,1275,97,93,91,3,1178
4月10日,摩洛哥,1374,109,97,99,4,1265
4月11日,摩洛哥,1448,122,107,74,10,1326
4月12日,摩洛哥,1545,146,111,97,4,1399
4月13日,摩洛哥,1661,177,118,116,7,1484
4月14日,摩洛哥,1763,203,126,102,8,1560
4月15日,摩洛哥,1888,217,126,125,0,1671
4月16日,摩洛哥,2024,229,127,136,1,1795
4月17日,摩洛哥,2283,249,130,259,3,2034
4月18日,摩洛哥,2564,281,135,281,5,2283
4月19日,摩洛哥,2685,314,137,121,2,2371
4月20日,摩洛哥,2855,327,141,170,4,2528
4月21日,摩洛哥,3046,350,143,191,2,2696
4月22日,摩洛哥,3209,393,145,163,2,2816
4月23日,摩洛哥,3446,417,149,237,4,3029
4月24日,摩洛哥,3568,456,155,122,6,3112
4月25日,摩洛哥,3758,486,158,190,3,3272
4月26日,摩洛哥,3897,537,159,139,1,3360
4月27日,摩洛哥,4065,593,161,168,2,3472
4月28日,摩洛哥,4120,695,162,55,1,3425
4月29日,摩洛哥,4252,778,165,132,3,3474
4月30日,摩洛哥,4321,928,168,69,3,3393
5月1日,摩洛哥,4423,984,170,102,2,3439
5月2日,摩洛哥,4569,1083,171,146,1,3486
5月3日,摩洛哥,4729,1256,173,160,2,3473
5月4日,摩洛哥,4903,1438,174,174,1,3465
5月5日,摩洛哥,5053,1653,179,150,5,3400
5月6日,摩洛哥,5219,1838,181,166,2,3381
5月7日,摩洛哥,5408,2017,183,189,2,3391
5月8日,摩洛哥,5548,2179,183,140,0,3369
5月9日,摩洛哥,5711,2324,186,163,3,3387
5月10日,摩洛哥,5910,2461,186,199,0,3449
5月11日,摩洛哥,6063,2554,188,153,2,3509
5月12日,摩洛哥,6281,2811,188,218,0,3470
5月13日,摩洛哥,6418,2991,188,137,0,3427
5月14日,摩洛哥,6512,3131,188,94,0,3381
5月15日,摩洛哥,6607,3310,190,95,2,3297
5月16日,摩洛哥,6652,3400,190,45,0,3252
5月17日,摩洛哥,6741,3487,192,89,2,3254
5月18日,摩洛哥,6870,3660,192,129,0,3210
5月19日,摩洛哥,6952,3758,192,82,0,3194
5月20日,摩洛哥,7023,3901,193,71,1,3122
5月21日,摩洛哥,7133,4098,194,110,1,3035
5月22日,摩洛哥,7211,4280,196,78,2,2931
5月23日,摩洛哥,7332,4377,197,121,1,2955
5月24日,摩洛哥,7406,4638,198,74,1,2768
5月25日,摩洛哥,7433,4703,199,27,1,2730
5月26日,摩洛哥,7532,4774,200,99,1,2758
5月27日,摩洛哥,7577,4881,202,45,2,2696
5月28日,摩洛哥,7601,4978,202,24,0,2623
5月29日,摩洛哥,7643,5195,202,42,0,2448
5月30日,摩洛哥,7714,5271,202,71,0,2443
5月31日,摩洛哥,7780,5401,204,66,2,2379
6月1日,摩洛哥,7807,5459,205,27,1,2348
6月2日,摩洛哥,7833,5893,205,26,0,1940
6月3日,摩洛哥,7866,6410,206,33,1,1456
6月4日,摩洛哥,7922,6866,206,56,0,1056
6月5日,摩洛哥,8003,7195,208,81,2,808
6月6日,摩洛哥,8071,7268,208,68,0,803
6月7日,摩洛哥,8151,7315,208,80,0,836
6月8日,摩洛哥,8224,7364,208,73,0,860
6月9日,摩洛哥,8302,7408,208,78,0,894
6月10日,摩洛哥,8437,7493,210,135,2,944
6月11日,摩洛哥,8508,7565,211,71,1,943
6月12日,摩洛哥,8537,7583,211,29,0,954
6月13日,摩洛哥,8610,7618,212,73,1,992
6月14日,摩洛哥,8692,7696,212,82,0,996
6月15日,摩洛哥,8793,7765,212,101,0,1028
6月16日,摩洛哥,8885,7828,212,92,0,1057
6月17日,摩洛哥,8931,7937,212,46,0,994
6月18日,摩洛哥,8997,7993,213,66,1,1004
6月19日,摩洛哥,9074,8041,213,77,0,1033
6月20日,摩洛哥,9613,8117,213,539,0,1496
6月21日,摩洛哥,9839,8223,213,226,0,1616
6月22日,摩洛哥,9977,8284,214,138,1,1693
6月23日,摩洛哥,0,0,0,0,0,0
6月24日,摩洛哥,0,0,0,0,0,0
6月25日,摩洛哥,0,0,0,0,0,0
